Date,Equity,Fixed Income,Commodity
2020-01-02,0.008343874454693534,0.0017590154051796425,0.007320932122363288
2020-01-03,-0.007084909578082943,0.005258557253466911,0.013181240497901925
2020-01-06,0.003527166358322731,-0.0013120491713833893,0.01043487729257997
2020-01-07,-0.0028071449428903605,-0.0021905813798186458,0.003927415665776479
2020-01-08,0.004890437358737287,-0.0013166558847470533,-0.007529798490979012
2020-01-09,0.006633244037574926,0.0008779631819448852,-0.005667671971083976
2020-01-10,-0.0028593073050462436,0.002191541530216501,0.006008074329955093
2020-01-13,0.006952059592316928,-0.0013143484915127956,-0.007447170004050818
2020-01-14,-0.0015156867317731582,0.0021896220703676583,-0.0008919077123801245
2020-01-15,0.001868408623343143,0.0013114755978111958,0.005817352065913717
2020-01-16,0.008331741632201073,-0.0013114755978111958,-0.0015707703417469077
2020-01-17,0.003854705717721174,-0.0013131978249600884,0.0018436961076329084
2020-01-21,-0.002655476937141188,0.003498035923700016,0.0010909587881444693
2020-01-22,0.00028904605969515274,0.0008726004044086189,0.00034068068329329293
2020-01-23,0.0011403144471451299,0.0021781755507968015,0.002245586326924176
2020-01-24,-0.009083268789936483,0.002607563407080793,0.005828549201338795
2020-01-27,-0.01585572511838329,0.0051948168771041026,0.006802060101843033
2020-01-28,0.010003350352588924,-0.002594035177046816,-0.00896685596822877
2020-01-29,-0.0008672232910491573,0.003888533739692779,0.005403228058382226
2020-01-30,0.003129453862989351,0.0,6.735594250351085e-05
2020-01-31,-0.01786447639264388,0.004302932628808875,0.005775704437272822
2020-02-03,0.0072284558629114315,-0.0008591065820491295,-0.006516869447787066
2020-02-04,0.014869265218065308,-0.0047383246094057085,-0.013094254054224486
2020-02-05,0.01118782288293474,-0.0030270293383907187,0.001228501383007341
2020-02-06,0.0033201287296620308,0.0008658009198856398,0.00537397980506249
2020-02-07,-0.005415470514540388,0.0030244136253161358,0.002642367471245244
2020-02-10,0.007299652162371828,0.0021547088707123407,0.0025679159941622842
2020-02-11,0.0016870749056518974,-0.001723395514877435,-0.0034479295896243656
2020-02-12,0.006441867553744984,-0.002158429501910142,-0.0008130081748625173
2020-02-13,-0.001631773441966189,0.0008639309392641792,0.005677225305222855
2020-02-14,0.001841844733833753,0.0008631852068110568,0.004169755184079804
2020-02-18,-0.002924251578310333,0.0021547088707123407,0.012737326684999495
2020-02-19,0.004694788714441955,0.0,0.005814354008308875
2020-02-20,-0.00382284047783088,0.003437906265347568,0.0040762712589907935
2020-02-21,-0.01057381502289445,0.0029985029962569243,0.014913499681261655
2020-02-24,-0.0340880461205213,0.0059701669865037665,0.008945006391301469
2020-02-25,-0.030747925188098435,0.002971770389157413,-0.018035978092552973
2020-02-26,-0.003785675340731487,-0.0012725346361976975,0.0043609923640586246
2020-02-27,-0.045168174100653324,0.004235499766854556,0.00019482417180238798
2020-02-28,-0.008272449914275448,0.008417558119529378,-0.03717605165225013
2020-03-02,0.045010865172777415,-0.0012581255591190832,0.00551113700828143
2020-03-03,-0.02851053026190442,0.008773818556356172,0.030950373706099654
2020-03-04,0.04133635094064125,-0.002082032815403867,0.0017529626303502965
2020-03-05,-0.03451072562469726,0.007061296215010948,0.021370940080378986
2020-03-06,-0.01720100245461964,0.016420730212327594,0.0003809040167936928
2020-03-09,-0.07901039484826633,0.0109334962411336,0.0016489095567582268
2020-03-10,0.04821508053580015,-0.018289475466950034,-0.021327139639782722
2020-03-11,-0.05010285683741067,-0.004934220537220924,-0.003566684498276018
2020-03-12,-0.09994485184600777,-0.0012373686874700418,-0.0407056063955018
2020-03-13,0.08880835644074647,-0.005794718201654447,-0.030991589474024472
2020-03-16,-0.1276521411564726,0.016059641017345694,-0.01151213050875377
2020-03-17,0.0582262866907417,-0.022723555723843436,0.013464439035703712
2020-03-18,-0.053222336221424804,-0.00965785377919648,-0.020123102159063322
2020-03-19,0.004696846277420619,0.0012650223065864274,-0.01908646589054097
2020-03-20,-0.044327634743158484,0.0225009492908379,0.014884330153337899
2020-03-23,-0.029731491257259712,0.011878083540431739,0.043231479642938275
2020-03-24,0.08968315694821616,-0.005307218009292569,0.04738958090707701
2020-03-25,0.011468998674479813,0.0,-0.01378426813884559
2020-03-26,0.060543828751667306,0.002452985694427312,0.012740699038138459
2020-03-27,-0.034267808022629076,0.009347761625413398,-0.006481413242442002
2020-03-30,0.03296661622145525,-0.004866189651172803,0.0043910022382052105
2020-03-31,-0.016142381973062392,0.0,-0.03236485428061098
2020-04-01,-0.045146328727152074,0.004461577062201627,0.009411834182346368
2020-04-02,0.02257269570362297,0.0,0.016260520871780315
2020-04-03,-0.01525286023195438,0.0016174690141808057,0.004925309579159709
2020-04-06,0.0679682305676863,-0.0024271856576114637,0.027333462707203715
2020-04-07,-0.001604331662951708,-0.0032454389541234363,-0.005368797249635016
2020-04-08,0.03348934524468916,-0.0016266778698765805,-0.008947885507376796
2020-04-09,0.01438343869822667,0.0,0.025788114443671795
2020-04-13,-0.010155992507349332,-0.0016293282626897998,0.016995098210437654
2020-04-14,0.03011449655045695,0.00040758101236715305,0.007837369253835824
2020-04-15,-0.022276750679012913,0.0073081933067244975,-0.0051151006667709
2020-04-16,0.005799858992437734,0.0036341651142199893,-0.0008653727824006197
2020-04-17,0.02644092907918516,-0.004443554069778255,-0.01960847138837618
2020-04-20,-0.018042794099790704,0.0028299998673366744,0.007100919019490171
2020-04-21,-0.031155167779795434,0.0028220135640095734,-0.006848696305498336
2020-04-22,0.022671301062101357,-0.0028220135640095734,0.019479919216218278
2020-04-23,-0.0005395641810270746,0.0012104096696683442,0.009905639798443389
2020-04-24,0.013822111461720077,-0.0008067769699402483,-0.004294748610038646
2020-04-27,0.014606871524448728,-0.004448945659730974,-0.0066625786248790675
